Time,SN
1.755125280923076843e+03,1.852841463758224450e+01
1.755128058676923047e+03,1.622744861260523308e+01
1.755130836430769250e+03,1.730470215451184757e+01
1.755133614184615226e+03,1.760590295158340979e+01
1.755136391938461429e+03,2.358622092882633936e+01
1.755139169692307632e+03,2.006571413349043098e+01
1.755141947446153836e+03,1.474351302964411481e+01
1.755144725199999812e+03,2.269538333362299909e+01
1.755147502953846015e+03,1.198763849278532945e+01
1.755150280707692218e+03,1.048744844185898017e+01
1.755153058461538421e+03,1.082157622084467619e+01
1.755155836215384625e+03,1.183836288159408667e+01
1.755158613969230601e+03,1.675785946360407053e+01
1.755161391723076804e+03,1.507578420683366538e+01
1.755164169476923007e+03,1.728450139637744698e+01
1.755166947230769210e+03,1.973836199924187085e+01
1.755169724984615414e+03,2.907036076978921812e+01
1.755172502738461390e+03,1.443415711322750639e+01
1.755175280492307593e+03,1.375910434492160483e+01
1.755178058246153796e+03,1.835516216228286623e+01
1.755180835999999999e+03,1.741061037676553624e+01
1.755183613753845975e+03,1.449915546358491625e+01
1.755186391507692178e+03,2.282854394327675607e+01
1.755189169261538382e+03,1.358604099087403050e+01
1.755191947015384585e+03,5.391477114572887253e+00
1.755194724769230788e+03,1.998105174063041289e+01
1.755197502523076764e+03,1.343793724303990800e+01
1.755200280276922967e+03,7.966245170716300450e+00
1.755203058030769171e+03,6.096424819967952047e+00
1.755205835784615374e+03,2.009592084028953707e+01
1.755208613538461350e+03,1.114367883828781025e+01
1.755211391292307553e+03,1.783419794921612223e+01
1.755214169046153756e+03,1.668102272987425039e+01
1.755216946799999960e+03,6.292790051933375040e+00
1.755219724553846163e+03,1.010589399079172601e+01
1.755222502307692139e+03,7.345653527122023796e+00
1.755225280061538342e+03,1.274139807639380884e+01
1.755228057815384545e+03,9.445878621873502468e+00
1.755230835569230749e+03,1.386421329741978070e+01
1.755233613323076952e+03,2.281960455673685928e+01
1.755236391076922928e+03,1.587636053500870759e+01
1.755239168830769131e+03,0.000000000000000000e+00
1.755241946584615334e+03,1.047799356178799357e+01
1.755244724338461538e+03,1.026339627347659089e+01
1.755247502092307514e+03,7.838194618322143370e+00
1.755250279846153717e+03,1.290773974043442429e+01
1.755253057599999920e+03,1.367461675948587008e+01
1.755255835353846123e+03,1.474716004548644932e+01
1.755258613107692327e+03,1.072585133932978252e+01
1.755261390861538302e+03,1.589008701161113279e+01
1.755264168615384506e+03,7.727785188935744287e+00
1.755266946369230709e+03,4.044946280997651300e+00
1.755269724123076912e+03,0.000000000000000000e+00
1.755272501876922888e+03,1.113768010272611875e+01
1.755275279630769091e+03,1.382167427006956117e+01
1.755278057384615295e+03,1.614491081665864414e+01
1.755280835138461498e+03,1.066084589547606321e+01
1.755283612892307701e+03,4.373005514003994953e+00
1.755286390646153677e+03,9.920624906398352039e+00
1.755289168399999880e+03,1.503692382860275423e+01
1.755291946153846084e+03,1.053002528221489698e+01
1.755294723907692287e+03,1.462837456323597252e+01
1.755297501661538490e+03,3.484773075081805338e+00
1.755300279415384466e+03,4.862256904345418462e+00
1.755303057169230669e+03,1.456598895572198415e+01
1.755305834923076873e+03,3.185566937449936908e+00
1.755308612676923076e+03,8.810684467431217470e+00
1.755311390430769052e+03,7.912702610109381141e-01
1.755314168184615255e+03,1.458070112483307668e+01
1.755316945938461458e+03,8.523984804111186975e+00
1.755319723692307662e+03,7.916505362014869540e+00
1.755322501446153865e+03,6.868817424869869015e+00
1.755325279199999841e+03,9.311499668503035565e+00
1.755328056953846044e+03,7.886421536841972113e-01
1.755330834707692247e+03,1.331689734791791757e+01
1.755333612461538451e+03,9.368818935927336611e+00
1.755336390215384426e+03,5.816529592474293686e+00
1.755339167969230630e+03,4.238278488383898868e+00
1.755341945723076833e+03,6.353179233850513086e+00
1.755344723476923036e+03,8.670152811319059794e+00
1.755347501230769240e+03,0.000000000000000000e+00
1.755350278984615215e+03,4.711049001180238172e+00
1.755353056738461419e+03,9.553055061782274038e+00
1.755355834492307622e+03,0.000000000000000000e+00
1.755358612246153825e+03,4.939139841920184182e+00
1.755361390000000029e+03,1.787562113633611283e+00
1.755364167753846004e+03,6.304845661202665319e+00
1.755366945507692208e+03,5.078758041709685589e-02
1.755369723261538411e+03,0.000000000000000000e+00
1.755372501015384614e+03,0.000000000000000000e+00
1.755375278769230590e+03,0.000000000000000000e+00
1.755378056523076793e+03,0.000000000000000000e+00
1.755380834276922997e+03,0.000000000000000000e+00
1.755383612030769200e+03,0.000000000000000000e+00
1.755386389784615403e+03,0.000000000000000000e+00
1.755389167538461379e+03,6.344911182782679404e+00
1.755391945292307582e+03,0.000000000000000000e+00
1.755394723046153786e+03,0.000000000000000000e+00
1.755397500799999989e+03,1.421015976140229675e+00
1.755400278553845965e+03,5.606322576242486200e-01
1.755403056307692168e+03,0.000000000000000000e+00
1.755405834061538371e+03,0.000000000000000000e+00
1.755408611815384575e+03,0.000000000000000000e+00
1.755411389569230778e+03,4.159147278397212766e-01
1.755414167323076754e+03,7.097147956479723518e-01
1.755416945076922957e+03,0.000000000000000000e+00
1.755419722830769160e+03,5.457275571856637697e+00
1.755422500584615364e+03,2.021322748493804333e+00
1.755425278338461567e+03,0.000000000000000000e+00
1.755428056092307543e+03,0.000000000000000000e+00
1.755430833846153746e+03,1.214498199044873772e+00
1.755433611599999949e+03,0.000000000000000000e+00
1.755436389353846153e+03,0.000000000000000000e+00
1.755439167107692128e+03,1.248660649615770524e+01
1.755441944861538332e+03,0.000000000000000000e+00
1.755444722615384535e+03,0.000000000000000000e+00
1.755447500369230738e+03,0.000000000000000000e+00
1.755450278123076941e+03,0.000000000000000000e+00
1.755453055876922917e+03,5.207374750784961037e+00
1.755455833630769121e+03,0.000000000000000000e+00
1.755458611384615324e+03,6.100729370647895999e-01
1.755461389138461527e+03,0.000000000000000000e+00
1.755464166892307503e+03,7.858412028473354738e+00
1.755466944646153706e+03,1.043550727982400161e+01
1.755469722399999910e+03,0.000000000000000000e+00
1.755472500153846113e+03,5.715493231471952207e+00
1.755475277907692316e+03,2.464269172000523866e-01
1.755478055661538292e+03,1.035327238937455618e+01
1.755480833415384495e+03,1.388871182956047079e+01
1.755483611169230699e+03,0.000000000000000000e+00
1.755486388923076902e+03,7.949405457375258166e+00
1.755489166676923105e+03,1.311196965947613435e+01
1.755491944430769081e+03,7.263404266166356926e+00
1.755494722184615284e+03,4.065870555426350563e+00
1.755497499938461488e+03,9.879121251045678065e+00
1.755500277692307691e+03,7.911059764475512956e+00
1.755503055446153667e+03,2.115726053116693350e+01
1.755505833199999870e+03,1.322219865809830530e+01
1.755508610953846073e+03,6.958410807584541224e+00
1.755511388707692277e+03,1.454360679800819511e+01
1.755514166461538480e+03,8.126672886007948904e+00
1.755516944215384456e+03,1.286276547087376443e+01
1.755519721969230659e+03,1.712499462576762710e+01
1.755522499723076862e+03,1.594055308861773312e+01
1.755525277476923065e+03,2.416739408672680156e+01
1.755528055230769041e+03,2.049862382695390650e+01
1.755530832984615245e+03,1.445779404757095854e+01
1.755533610738461448e+03,1.525981761411694748e+01
1.755536388492307651e+03,2.086874505492535903e+01
1.755539166246153854e+03,1.614002962083642245e+01
1.755541943999999830e+03,1.423075403748941170e+01
1.755544721753846034e+03,1.296703457671458715e+01
1.755547499507692237e+03,1.013104415751913123e+01
1.755550277261538440e+03,9.705694651415530672e+00
1.755553055015384643e+03,8.628223463723761810e+00
1.755555832769230619e+03,1.623349878822401138e+01
1.755558610523076823e+03,1.122718094170750547e+01
1.755561388276923026e+03,1.371738375095932305e+01
1.755564166030769229e+03,9.738756770980092625e+00
1.755566943784615205e+03,1.882894355237120720e+01
1.755569721538461408e+03,4.258251806214115476e+00
1.755572499292307612e+03,1.555972426505301520e+01
1.755575277046153815e+03,1.663937213211195854e+01
1.755578054800000018e+03,4.597429260964691622e-01
1.755580832553845994e+03,1.582698251264833011e+01
1.755583610307692197e+03,6.051071205284244137e+00
1.755586388061538401e+03,1.963985621549756644e+00
1.755589165815384604e+03,8.088006053059617173e+00
1.755591943569230580e+03,1.394162724814329302e+01
1.755594721323076783e+03,6.135971369114249896e+00
1.755597499076922986e+03,0.000000000000000000e+00
1.755600276830769189e+03,1.014156022693022763e+01
1.755603054584615393e+03,0.000000000000000000e+00
1.755605832338461369e+03,6.703540295558426010e+00
1.755608610092307572e+03,0.000000000000000000e+00
1.755611387846153775e+03,2.624845997255211394e+00
1.755614165599999978e+03,7.285167280961246661e+00
1.755616943353846182e+03,4.815884677046149420e+00
1.755619721107692158e+03,0.000000000000000000e+00
1.755622498861538361e+03,5.776458610836133545e+00
1.755625276615384564e+03,5.442542139085251307e+00
1.755628054369230767e+03,9.334551528210802473e+00
1.755630832123076743e+03,6.602668612286550776e+00
1.755633609876922947e+03,8.739413156484010514e+00
1.755636387630769150e+03,9.127353210995480026e+00
1.755639165384615353e+03,4.159028825642177907e+00
1.755641943138461556e+03,5.779811498045367202e+00
1.755644720892307532e+03,5.521118470226682007e+00
1.755647498646153736e+03,1.543653177785747133e+01
1.755650276399999939e+03,2.208902812034258289e+01
1.755653054153846142e+03,6.227906655890953047e+00
1.755655831907692118e+03,1.665314890746481780e+01
1.755658609661538321e+03,1.412077966754536185e+01
1.755661387415384525e+03,1.950058440364053780e+01
1.755664165169230728e+03,2.023263373281461242e+01
1.755666942923076931e+03,2.000322881567531752e+01
1.755669720676922907e+03,2.123842815831712016e+01
1.755672498430769110e+03,1.561774678801664962e+01
1.755675276184615313e+03,1.714278539141736957e+01
1.755678053938461517e+03,1.971597640261469664e+01
1.755680831692307720e+03,2.196998635659391041e+01
1.755683609446153696e+03,1.213607819126294274e+01
1.755686387199999899e+03,2.437923570308724663e+01
1.755689164953846102e+03,1.407058898753921738e+01
1.755691942707692306e+03,3.515043739408203294e+01
1.755694720461538282e+03,2.639655041363792520e+01
1.755697498215384485e+03,2.995509365721682471e+01
1.755700275969230688e+03,2.439557127303325501e+01
1.755703053723076891e+03,3.671117583401534290e+01
1.755705831476923095e+03,3.331072538475017097e+01
1.755708609230769071e+03,3.026580718291283745e+01
1.755711386984615274e+03,3.227603633067699462e+01
1.755714164738461477e+03,3.209910407626129825e+01
1.755716942492307680e+03,3.240229745379090076e+01
1.755719720246153656e+03,3.813883062508011079e+01
1.755722497999999860e+03,3.619549415058440900e+01
1.755725275753846063e+03,4.211202243127934253e+01
1.755728053507692266e+03,3.098361160219339183e+01
1.755730831261538469e+03,3.497912725316079019e+01
1.755733609015384445e+03,3.714769975763688592e+01
1.755736386769230648e+03,3.555545869733829534e+01
1.755739164523076852e+03,4.365241574757684617e+01
1.755741942276923055e+03,3.809887519574880343e+01
1.755744720030769258e+03,3.361614034040945143e+01
1.755747497784615234e+03,3.452170144921255002e+01
1.755750275538461437e+03,3.996782688082758028e+01
1.755753053292307641e+03,4.193156116075630280e+01
1.755755831046153844e+03,4.181903348122017405e+01
1.755758608799999820e+03,3.613857120507455534e+01
1.755761386553846023e+03,4.985317647366015592e+01
1.755764164307692226e+03,4.714133946223492444e+01
1.755766942061538430e+03,3.886651222598112554e+01
1.755769719815384633e+03,3.987697574346177021e+01
1.755772497569230609e+03,3.770451259619163409e+01
1.755775275323076812e+03,5.031784223205661988e+01
1.755778053076923015e+03,4.529951629564429538e+01
1.755780830830769219e+03,3.502358596320789275e+01
1.755783608584615195e+03,4.707453226419379888e+01
1.755786386338461398e+03,4.906356600006225221e+01
1.755789164092307601e+03,4.467206668207201403e+01
1.755791941846153804e+03,3.900767741812576617e+01
1.755794719600000008e+03,4.390655676027842702e+01
1.755797497353845984e+03,4.477235676541226894e+01
1.755800275107692187e+03,2.864274528240716933e+01
1.755803052861538390e+03,3.657359586863694290e+01
1.755805830615384593e+03,3.258874931971699596e+01
1.755808608369230797e+03,3.499219799868492231e+01
1.755811386123076772e+03,3.211469940214261953e+01
1.755814163876922976e+03,3.548394716663886328e+01
1.755816941630769179e+03,3.123111099523578460e+01
1.755819719384615382e+03,3.268834932023972328e+01
1.755822497138461358e+03,2.301889738059061941e+01
1.755825274892307561e+03,2.766910428727821625e+01
1.755828052646153765e+03,2.455446418193605496e+01
1.755830830399999968e+03,3.567982523663971506e+01
1.755833608153846171e+03,2.210420843644757127e+01
1.755836385907692147e+03,1.784895856016732552e+01
1.755839163661538350e+03,2.292541465945326351e+01
1.755841941415384554e+03,1.403664380600463701e+01
1.755844719169230757e+03,1.953353546410809471e+01
1.755847496923076733e+03,1.197889252969329199e+01
1.755850274676922936e+03,1.805892885052616492e+01
1.755853052430769139e+03,2.760606136294916979e+01
1.755855830184615343e+03,4.604856454501403462e+00
1.755858607938461546e+03,1.267828400222389362e+01
1.755861385692307522e+03,1.399923595800455445e+01
1.755864163446153725e+03,1.530417617121800333e+01
1.755866941199999928e+03,1.287963073184953089e+01
1.755869718953846132e+03,1.919147135377055591e+01
1.755872496707692335e+03,1.085247696937906170e+01
1.755875274461538311e+03,1.127356158371447314e+01
1.755878052215384514e+03,2.533021920848829822e+00
1.755880829969230717e+03,1.013260962688901046e+01
1.755883607723076921e+03,7.438098191320600350e+00
1.755886385476922896e+03,1.201127903487953397e+01
1.755889163230769100e+03,1.063820655413325333e+01
1.755891940984615303e+03,1.250945170797967165e+01
1.755894718738461506e+03,1.375788216336489178e+01
1.755897496492307710e+03,5.897289836763540904e+00
1.755900274246153685e+03,2.142902485338165519e+01
1.755903051999999889e+03,1.260272240857200110e+01
1.755905829753846092e+03,1.776637188287352842e+01
1.755908607507692295e+03,1.452875478561297129e+01
1.755911385261538271e+03,2.325927491478852716e+01
1.755914163015384474e+03,2.298389071986661136e+01
1.755916940769230678e+03,9.570842210953914631e+00
1.755919718523076881e+03,2.623858643815675862e+01
1.755922496276923084e+03,1.857401756722824260e+01
1.755925274030769060e+03,1.412295220391138173e+01
1.755928051784615263e+03,2.357829143371402836e+01
1.755930829538461467e+03,1.858236071739759154e+01
1.755933607292307670e+03,3.282779198470477411e+01
1.755936385046153873e+03,3.400728061371375333e+01
1.755939162799999849e+03,2.463798250274722790e+01
1.755941940553846052e+03,3.102409061881739305e+01
1.755944718307692256e+03,3.374511428245237710e+01
1.755947496061538459e+03,3.131509863736130228e+01
1.755950273815384435e+03,3.529616794294636861e+01
1.755953051569230638e+03,3.411955242237097963e+01
1.755955829323076841e+03,3.190011275687143666e+01
1.755958607076923045e+03,3.338644794517171732e+01
1.755961384830769248e+03,3.598113554522443280e+01
1.755964162584615224e+03,4.119315846725443464e+01
1.755966940338461427e+03,3.261870551827852438e+01
1.755969718092307630e+03,2.520238481169402789e+01
1.755972495846153834e+03,3.423170838217093603e+01
1.755975273599999809e+03,3.530718632330741968e+01
1.755978051353846013e+03,3.615308707222904872e+01
1.755980829107692216e+03,3.084644714783926744e+01
1.755983606861538419e+03,3.965743841379172352e+01
1.755986384615384623e+03,3.696673975161848347e+01
1.755989162369230598e+03,3.654212059395673862e+01
1.755991940123076802e+03,3.525440624045619131e+01
1.755994717876923005e+03,2.934116306991482759e+01
1.755997495630769208e+03,2.953274395112202555e+01
1.756000273384615411e+03,3.388727955792077751e+01
1.756003051138461387e+03,2.552990565590527439e+01
1.756005828892307591e+03,2.294089241975868276e+01
1.756008606646153794e+03,3.478360194446174347e+01
1.756011384399999997e+03,2.705793146393718374e+01
1.756014162153845973e+03,2.679718922210669518e+01
1.756016939907692176e+03,2.848910429002791744e+01
1.756019717661538380e+03,2.505686693580283730e+01
1.756022495415384583e+03,1.623360882474162636e+01
1.756025273169230786e+03,2.037957583709514253e+01
1.756028050923076762e+03,2.006020993025710197e+01
1.756030828676922965e+03,2.455252545601515735e+01
1.756033606430769169e+03,1.411642219815391641e+01
1.756036384184615372e+03,2.431511435260190979e+01
1.756039161938461348e+03,2.151749957870266172e+01
1.756041939692307551e+03,2.081292085214924725e+01
1.756044717446153754e+03,3.279443582471990482e+01
1.756047495199999958e+03,1.521862765860816680e+01
1.756050272953846161e+03,1.527045204604248596e+01
1.756053050707692137e+03,1.440207995471908475e+01
1.756055828461538340e+03,1.335749026028947739e+01
1.756058606215384543e+03,1.614556290000715677e+01
1.756061383969230747e+03,7.136519638947412147e+00
1.756064161723076950e+03,1.160743647475905505e+01
1.756066939476922926e+03,1.919625789608865674e+01
1.756069717230769129e+03,1.444538997381430079e+01
1.756072494984615332e+03,1.364222586666332049e+01
1.756075272738461535e+03,8.246354531967696744e+00
1.756078050492307511e+03,1.211022113959563740e+01
1.756080828246153715e+03,2.077153310184994695e+01
1.756083605999999918e+03,1.291875736030000077e+01
1.756086383753846121e+03,8.266825523687224120e+00
1.756089161507692324e+03,1.527853195671225528e+01
1.756091939261538300e+03,7.549349914098764991e+00
1.756094717015384504e+03,6.360840345769692483e+00
1.756097494769230707e+03,7.233332816619798322e+00
1.756100272523076910e+03,1.490537847485965095e+01
1.756103050276922886e+03,2.207692650874606244e+01
1.756105828030769089e+03,1.373061945053308186e+01
1.756108605784615293e+03,1.465675107138868327e+01
1.756111383538461496e+03,8.120830000729934994e+00
1.756114161292307699e+03,1.466061007217550838e+00
1.756116939046153675e+03,1.302519612841390639e+01
1.756119716799999878e+03,5.114457452033613016e+00
1.756122494553846082e+03,3.427201412587177032e+00
1.756125272307692285e+03,1.172168713501136672e+01
1.756128050061538488e+03,1.637903112895282831e+01
1.756130827815384464e+03,1.580328320624923855e+01
1.756133605569230667e+03,5.919012371796101846e+00
1.756136383323076871e+03,1.716834007714619048e+01
1.756139161076923074e+03,8.253122287374416999e+00
1.756141938830769050e+03,8.227015016242187784e+00
1.756144716584615253e+03,2.091678892379290033e+01
1.756147494338461456e+03,1.725249832271281036e+01
1.756150272092307659e+03,9.127813969891386492e+00
1.756153049846153863e+03,1.929927325936268545e+01
1.756155827599999839e+03,9.551185886349724541e-01
1.756158605353846042e+03,3.918669968291979444e+00
1.756161383107692245e+03,1.294105720333161891e+01
1.756164160861538448e+03,3.300896952102156057e+00
1.756166938615384424e+03,5.898852664428764214e+00
1.756169716369230628e+03,6.832154895720751853e+00
1.756172494123076831e+03,1.139226970999873068e+01
1.756175271876923034e+03,1.307270461720645649e+01
1.756178049630769237e+03,8.275289902012746168e+00
1.756180827384615213e+03,0.000000000000000000e+00
1.756183605138461417e+03,1.008827596328175247e+01
1.756186382892307620e+03,6.737083571467216814e+00
1.756189160646153823e+03,5.634561715945466176e+00
1.756191938400000026e+03,1.139713393247709305e+01
1.756194716153846002e+03,2.018295385948676746e+00
1.756197493907692206e+03,9.358633060867704856e+00
1.756200271661538409e+03,7.800364458222732722e+00
1.756203049415384612e+03,2.254774607757413563e+00
1.756205827169230588e+03,1.146789816377690485e+01
1.756208604923076791e+03,9.081354120466146540e+00
1.756211382676922995e+03,1.519822575952206911e+01
1.756214160430769198e+03,1.150891797177872888e+01
1.756216938184615401e+03,1.529131775917867486e+01
1.756219715938461377e+03,3.674570988486586920e+00
1.756222493692307580e+03,2.598869880096335017e+00
1.756225271446153783e+03,3.083594813960377046e+00
1.756228049199999987e+03,9.924057778610375635e+00
1.756230826953845963e+03,7.693262679341080101e+00
1.756233604707692166e+03,1.681091446725313077e+01
1.756236382461538369e+03,9.980094192277640275e+00
1.756239160215384572e+03,1.003172114505100510e+01
1.756241937969230776e+03,5.391629327643497227e+00
1.756244715723076752e+03,1.429398226334450861e+01
1.756247493476922955e+03,1.130819717094660959e+01
1.756250271230769158e+03,6.228675459189928709e+00
1.756253048984615361e+03,1.510637689713996146e+01
1.756255826738461565e+03,1.192148227953274997e+01
1.756258604492307541e+03,1.497256972899987737e+01
1.756261382246153744e+03,1.553139596215995510e-01
1.756264159999999947e+03,1.115274210926928333e+01
1.756266937753846150e+03,2.146192388357918190e+01
1.756269715507692126e+03,1.080798917470343135e+01
1.756272493261538330e+03,1.227768774256321116e+01
1.756275271015384533e+03,1.678913979712655191e+01
1.756278048769230736e+03,1.365491610393226196e+01
1.756280826523076939e+03,1.966602437728447583e+01
1.756283604276922915e+03,1.637959020475432581e+01
1.756286382030769119e+03,1.771329406984927957e+01
1.756289159784615322e+03,1.441450517063281112e+01
1.756291937538461525e+03,1.585917947290398899e+01
1.756294715292307501e+03,2.310571005591451765e+01
1.756297493046153704e+03,1.759701714751216883e+01
1.756300270799999907e+03,1.400623695653252376e+01
1.756303048553846111e+03,2.576310517654782117e+01
1.756305826307692314e+03,2.025131000623679256e+01
1.756308604061538290e+03,1.628815429034456130e+01
1.756311381815384493e+03,1.964925279028699023e+01
1.756314159569230696e+03,1.881950717250542837e+01
1.756316937323076900e+03,9.231808351772585297e+00
1.756319715076923103e+03,1.505569980092742277e+01
1.756322492830769079e+03,2.435595712648814981e+01
1.756325270584615282e+03,1.662601318365938852e+01
1.756328048338461485e+03,2.613850987573592732e+01
1.756330826092307689e+03,1.681770082854252735e+01
1.756333603846153665e+03,2.396886377368311116e+01
1.756336381599999868e+03,1.847894231823412881e+01
1.756339159353846071e+03,2.302511300263522287e+01
1.756341937107692274e+03,6.392609119282962382e+00
1.756344714861538478e+03,2.599957802197693013e+01
1.756347492615384454e+03,2.164768229682295342e+01
1.756350270369230657e+03,1.602928007011696820e+01
1.756353048123076860e+03,1.507521509786127112e+01
1.756355825876923063e+03,2.017653675207677821e+01
1.756358603630769039e+03,2.429300081552497659e+01
1.756361381384615242e+03,2.580836097737460832e+01
1.756364159138461446e+03,1.902135362660331808e+01
1.756366936892307649e+03,1.876305765480577037e+01
1.756369714646153852e+03,2.046160263856288708e+01
1.756372492399999828e+03,8.315211791195961766e+00
1.756375270153846031e+03,2.094252590739883146e+01
1.756378047907692235e+03,1.901538901516216384e+01
1.756380825661538438e+03,2.180552405484219136e+01
1.756383603415384641e+03,1.769993276899177204e+01
1.756386381169230617e+03,3.029956335851635885e+01
1.756389158923076820e+03,3.019310890507898648e+01
1.756391936676923024e+03,2.037928618323582697e+01
1.756394714430769227e+03,1.905200756574616960e+01
1.756397492184615203e+03,3.098040752841328072e+01
1.756400269938461406e+03,2.424448189770708595e+01
1.756403047692307609e+03,2.499166008703966213e+01
1.756405825446153813e+03,2.351109060941569240e+01
1.756408603200000016e+03,2.540593217061114117e+01
1.756411380953845992e+03,2.329248291710166896e+01
1.756414158707692195e+03,2.304203097318639948e+01
1.756416936461538398e+03,2.922600852920450620e+01
1.756419714215384602e+03,2.144280480532603761e+01
1.756422491969230578e+03,2.703794921826915498e+01
1.756425269723076781e+03,2.572882234939561386e+01
1.756428047476922984e+03,2.859492154138950681e+01
1.756430825230769187e+03,2.358026239545796798e+01
1.756433602984615391e+03,1.021352545477968121e+01
1.756436380738461366e+03,2.072225707031691400e+01
1.756439158492307570e+03,2.761120927832440941e+01
1.756441936246153773e+03,2.353820298883706741e+01
1.756444713999999976e+03,2.534479866914702129e+01
1.756447491753846180e+03,2.758982527331793122e+01
1.756450269507692155e+03,1.741966737347739169e+01
1.756453047261538359e+03,2.029595272518290372e+01
1.756455825015384562e+03,1.962521164555310804e+01
1.756458602769230765e+03,2.116494995065370333e+01
1.756461380523076741e+03,1.047779110592761498e+01
1.756464158276922944e+03,2.019021211441338437e+01
1.756466936030769148e+03,2.385338017762751051e+01
1.756469713784615351e+03,9.208773552386126937e+00
1.756472491538461554e+03,2.579518027408851566e+01
1.756475269292307530e+03,2.179924209726362605e+01
1.756478047046153733e+03,2.249426345173782238e+01
1.756480824799999937e+03,1.299938890292581029e+01
1.756483602553846140e+03,2.085008287519094239e+01
1.756486380307692116e+03,2.564564016169322258e+01
1.756489158061538319e+03,1.107675221305871283e+01
1.756491935815384522e+03,1.465866959109034617e+01
1.756494713569230726e+03,7.704240995922389423e+00
1.756497491323076929e+03,7.228420401442188670e+00
1.756500269076922905e+03,1.691707053161048435e+01
1.756503046830769108e+03,9.752050845810412483e+00
1.756505824584615311e+03,1.284013696024027773e+01
1.756508602338461515e+03,1.348424645840949943e+01
1.756511380092307718e+03,6.235063689030712730e+00
1.756514157846153694e+03,3.849471345949321943e+00
1.756516935599999897e+03,3.360839358733652915e+00
1.756519713353846100e+03,1.341865926866503500e+01
1.756522491107692304e+03,1.573788945449179266e+01
1.756525268861538279e+03,6.938220687821763377e+00
1.756528046615384483e+03,8.088749530531886833e+00
1.756530824369230686e+03,7.513209098577436684e+00
1.756533602123076889e+03,1.167353327294371823e+01
1.756536379876923093e+03,8.915450867646690369e-02
1.756539157630769068e+03,5.822988905675382298e+00
1.756541935384615272e+03,5.819616304558918429e+00
1.756544713138461475e+03,2.801894810844978156e+00
1.756547490892307678e+03,3.616051645772034195e+00
1.756550268646153654e+03,0.000000000000000000e+00
1.756553046399999857e+03,5.980817972587519904e+00
1.756555824153846061e+03,0.000000000000000000e+00
1.756558601907692264e+03,2.151791216997140488e+00
1.756561379661538467e+03,1.049058531850236875e+01
1.756564157415384443e+03,1.793142881336630268e+01
1.756566935169230646e+03,8.608206885190433866e+00
1.756569712923076850e+03,0.000000000000000000e+00
1.756572490676923053e+03,8.470737684473872875e+00
1.756575268430769256e+03,2.364013032689908922e+00
1.756578046184615232e+03,6.624163807400066162e+00
1.756580823938461435e+03,6.840409114013795921e+00
1.756583601692307639e+03,3.513211912548263260e+00
1.756586379446153842e+03,1.179788466706392036e+01
1.756589157199999818e+03,5.002670491585132773e+00
1.756591934953846021e+03,1.049679812490621700e+00
1.756594712707692224e+03,1.092734384476090526e+01
1.756597490461538428e+03,9.537656200744464741e+00
1.756600268215384631e+03,9.477049765466178499e+00
